"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.52602540698738e-21,0.920590298033763,0.87,0.371,1.1271728252045e-16,"00h","NKAIN1"
8.85664639572607e-21,0.639316290314284,0.989,0.841,1.32645993068789e-16,"00h","TMEM180"
8.8672554153812e-21,0.890958174842788,0.913,0.517,1.32804884356164e-16,"00h","TMEM177"
9.98415442573686e-21,0.891377925115583,0.967,0.608,1.49532680834261e-16,"00h","SORT1"
1.34966126548527e-20,0.989501235821227,0.837,0.342,2.02138767731728e-16,"00h","PRKAR2B"
1.75149888015241e-20,0.717129018790119,0.989,0.695,2.62321987280427e-16,"00h","XYLT2"
1.81016806465994e-20,0.950029048050131,0.935,0.524,2.7110887104412e-16,"00h","FOXP1"
1.84661647351495e-20,0.588656894803126,0.989,0.766,2.76567749238334e-16,"00h","PAFAH1B3"
2.09685832533673e-20,1.15495719769681,0.5,0.129,3.14046471385682e-16,"00h","CNKSR2"
2.14301918564283e-20,0.721679980397095,0.967,0.908,3.20959983433727e-16,"00h","NEDD4L"
2.51383782241495e-20,0.652837376546968,0.967,0.854,3.76497490663088e-16,"00h","JAK3"
2.94599461423104e-20,0.869427369173708,0.935,0.503,4.41221613373383e-16,"00h","ALPL"
3.12760743753351e-20,0.874699313779855,0.37,0.069,4.68421765919394e-16,"00h","TUBB4A"
3.24616862011079e-20,0.862655524257802,1,0.629,4.86178674233994e-16,"00h","FZD5"
3.57464138451689e-20,1.07113530328853,0.609,0.186,5.35374040159095e-16,"00h","SLC38A4"
3.64627974587387e-20,0.918608395789123,0.859,0.344,5.46103317539529e-16,"00h","SPINT1"
3.79738211690018e-20,0.965310898319395,0.804,0.338,5.6873391964814e-16,"00h","MPP2"
3.97959277517702e-20,0.542712404616346,0.359,0.056,5.96023609938263e-16,"00h","GPR137B"
4.19926800709329e-20,0.559110086473175,0.989,0.832,6.28924369422363e-16,"00h","TRIM26"
4.50605363042196e-20,0.513173190190827,0.989,0.844,6.74871652228296e-16,"00h","ACOT7"
6.70825354805578e-20,0.886128927254163,0.924,0.713,1.00469513389231e-15,"00h","UNC13A"
7.82871362885476e-20,0.736282911464321,0.989,0.643,1.17250644019358e-15,"00h","MFGE8"
9.24335803829354e-20,0.507804296246237,1,0.89,1.38437773339522e-15,"00h","KLHL7"
1.17927964622614e-19,0.910691639142788,0.946,0.517,1.7662071261529e-15,"00h","TJP2"
1.31423681585503e-19,0.609979266365971,0.989,0.874,1.96833247910609e-15,"00h","TRIM35"
1.7924566225024e-19,0.998450045379353,0.891,0.52,2.68456228352184e-15,"00h","ZFP62"
1.88116470708083e-19,1.13439154006559,0.457,0.105,2.81742038179495e-15,"00h","CUZD1"
1.95115840018847e-19,0.515838230954511,0.478,0.116,2.92224993596228e-15,"00h","MT1H"
2.31484076165838e-19,0.96510871505456,0.815,0.345,3.46693700873576e-15,"00h","STOX2"
2.38753468683727e-19,0.504229494988988,1,0.839,3.57581070047618e-15,"00h","MLF1IP"
3.02562691874822e-19,0.904873640855139,0.946,0.527,4.53148143620921e-15,"00h","KIAA1804"
3.6358070947969e-19,0.830625292940794,0.946,0.631,5.44534828587731e-15,"00h","SORL1"
3.90448223693399e-19,0.623850061437682,1,0.823,5.84774304625603e-15,"00h","C16orf54"
4.21748239226262e-19,0.978097320895973,0.652,0.23,6.31652337889172e-15,"00h","DTNB"
4.5961693605452e-19,0.985197115508807,0.891,0.414,6.88368285128854e-15,"00h","CALB1"
4.83730213057926e-19,0.775695507132171,0.946,0.643,7.24482740096856e-15,"00h","BBS4"
4.98528351805009e-19,0.898237709592162,0.935,0.691,7.46645912498361e-15,"00h","PPP1R9A"
5.03753281265442e-19,0.988348825994241,0.402,0.084,7.54471289351252e-15,"00h","GRB7"
5.69062609003184e-19,0.727264093781645,0.967,0.653,8.52285069504068e-15,"00h","POLR3E"
6.47413014051937e-19,1.01924866710577,0.598,0.179,9.69630471145586e-15,"00h","CALCB"
6.75330293461657e-19,0.699195444920842,0.967,0.739,1.01144218051752e-14,"00h","MTL5"
8.54684560013706e-19,0.834176955275284,0.946,0.605,1.28006106553253e-14,"00h","PPM1H"
1.05868711894517e-18,0.625642575732667,0.337,0.057,1.58559569804418e-14,"00h","PODXL2"
1.07634468683863e-18,0.754761043590049,0.978,0.799,1.61204143747821e-14,"00h","FGF2"
1.31120173059003e-18,0.705559020556819,0.978,0.826,1.96378683190469e-14,"00h","SLC41A2"
1.46078471649052e-18,0.579288783813663,1,0.824,2.18781726988785e-14,"00h","KAT7"
1.60455027476035e-18,0.842086684129346,0.326,0.051,2.40313494650857e-14,"00h","HS3ST5"
1.65798360086661e-18,1.05468671998053,0.772,0.342,2.48316203901793e-14,"00h","PLS1"
1.78934657179698e-18,0.613657335177043,0.989,0.865,2.67990436058034e-14,"00h","FAM124A"
1.89100133320527e-18,0.920973117527642,0.696,0.291,2.83215269674153e-14,"00h","HOOK2"
1.99645891932582e-18,0.653110925047679,0.989,0.688,2.99009652347428e-14,"00h","MT1X"
2.13078262910013e-18,1.09728529960698,0.467,0.122,3.19127314360326e-14,"00h","GUCA1A"
2.23896666817523e-18,0.69254693404333,0.891,0.622,3.35330037892604e-14,"00h","MYBBP1A"
2.40225044516215e-18,1.16295394341269,0.598,0.207,3.59785049171936e-14,"00h","TOX3"
2.40581783350018e-18,0.773126075887015,0.457,0.108,3.60319336923323e-14,"00h","PGBD5"
2.41962097319434e-18,0.861314151821289,0.348,0.063,3.62386633155316e-14,"00h","SYT3"
2.68296675233076e-18,0.736198076242084,0.967,0.632,4.01827930496577e-14,"00h","FAM64A"
2.72290632600853e-18,0.670913129590183,0.957,0.68,4.07809680446297e-14,"00h","C20orf27"
3.0731972523591e-18,0.526369568650751,1,0.886,4.60272752485822e-14,"00h","GABRB3"
3.11465656172457e-18,0.686399037512937,0.424,0.095,4.6648211324949e-14,"00h","RBFOX3"
3.28919669210159e-18,0.948553002000091,0.489,0.137,4.92622988576056e-14,"00h","LCTL"
3.49190915243877e-18,0.740976760215502,0.261,0.033,5.22983233760754e-14,"00h","FBXL16"
3.52227239816632e-18,1.0208783536147,0.717,0.299,5.27530737073369e-14,"00h","AIG1"
3.5994980567942e-18,0.799167048582387,0.446,0.105,5.39096823966067e-14,"00h","FCHO1"
3.6734230789928e-18,0.972710560176037,0.728,0.297,5.50168574540752e-14,"00h","PPARGC1B"
3.75352658167775e-18,0.93276706291881,0.391,0.083,5.62165676137877e-14,"00h","AIM1L"
3.86534009569317e-18,0.691602470326713,0.261,0.032,5.78911986131966e-14,"00h","ASTN1"
3.95203782562643e-18,0.654451912089988,0.326,0.056,5.9189670514407e-14,"00h","RGMA"
4.34722218849247e-18,0.922441244139571,0.88,0.443,6.51083467170517e-14,"00h","TRIB1"
4.54736599911853e-18,0.866733332442893,0.88,0.505,6.81059005687983e-14,"00h","DUSP16"
6.81148872794338e-18,0.688076495325743,0.946,0.689,1.02015666678408e-13,"00h","LSR"
7.70297838147074e-18,0.888665158426464,0.891,0.505,1.15367507219287e-13,"00h","JPH1"
7.97998860047391e-18,0.723888169375011,0.554,0.153,1.19516289269298e-13,"00h","SLC22A5"
8.21255030102504e-18,0.833747087726405,0.348,0.06,1.22999365858452e-13,"00h","TM4SF18"
8.2631217865894e-18,1.04616628114097,0.565,0.18,1.23756774997749e-13,"00h","NEFL"
8.79405181038508e-18,0.620902657603364,0.946,0.727,1.31708513964137e-13,"00h","ACBD6"
9.74727904530374e-18,0.844581335210831,0.728,0.32,1.45984998261514e-13,"00h","SERINC2"
9.95146426544561e-18,1.03985885350789,0.707,0.303,1.49043080303579e-13,"00h","IGSF1"
1.01951777911896e-17,0.543922452990007,1,0.893,1.52693177778647e-13,"00h","ATP1B2"
1.03013294898693e-17,0.602636124792755,1,0.86,1.54283011769772e-13,"00h","FAM65B"
1.05276082863328e-17,0.761216373705603,0.88,0.602,1.57671989304407e-13,"00h","DTD1"
1.07904948446967e-17,0.573328432958508,1,0.791,1.61609241289023e-13,"00h","ZFYVE21"
1.09780636263755e-17,0.790201809560905,0.359,0.069,1.64418458932225e-13,"00h","TNFRSF8"
1.21544610540724e-17,0.596484421962333,0.978,0.839,1.82037363206842e-13,"00h","SLC2A4"
1.23439902531712e-17,1.15052894503492,0.663,0.269,1.84875942021745e-13,"00h","SAMHD1"
1.29271981817534e-17,0.837345111776509,0.87,0.416,1.9361064716812e-13,"00h","ATXN7L1"
1.40217739669397e-17,0.795456192086197,0.848,0.482,2.10004108702855e-13,"00h","TNNT1"
1.41999048752151e-17,0.544248821137673,0.272,0.038,2.12671975316097e-13,"00h","RASGRP2"
1.4330532452093e-17,0.806416074535676,0.924,0.671,2.14628384534997e-13,"00h","ZNF589"
1.45473883455178e-17,1.03487621091268,0.728,0.333,2.1787623525082e-13,"00h","SYT14"
1.5696028905183e-17,0.581041062079935,0.946,0.628,2.35079424912926e-13,"00h","UPP2"
1.76752699770459e-17,0.940136225064143,0.685,0.258,2.64722518446217e-13,"00h","PKIA"
1.92905711971317e-17,0.809731455769513,0.37,0.077,2.88914884819441e-13,"00h","TRPM3"
2.12799395300757e-17,0.979370727980196,0.457,0.128,3.18709654341943e-13,"00h","PAK6"
2.16755806615084e-17,0.975226791981822,0.446,0.11,3.24635171567412e-13,"00h","ENPP5"
3.06712305986212e-17,1.23866404315326,0.511,0.165,4.59363020675549e-13,"00h","LRRTM4"
3.72339402992554e-17,1.01789700972827,0.674,0.291,5.57652723861948e-13,"00h","FSD1"
4.06220017249145e-17,0.559884441545479,0.989,0.941,6.08395719834045e-13,"00h","CDCP1"
4.37189798430822e-17,0.792605447473027,0.957,0.809,6.54779161109841e-13,"00h","C3orf70"
5.57891456141664e-17,0.581852374405448,1,0.886,8.35554033863371e-13,"00h","APBB2"
5.59861887945906e-17,0.762620758551356,0.62,0.212,8.38505149576584e-13,"00h","PHF21B"
5.66380550799666e-17,0.806348597816939,0.957,0.664,8.48268150932659e-13,"00h","ERVMER34-1"
6.03204627791114e-17,0.550773974204443,1,0.902,9.03419571042752e-13,"00h","PER2"
7.03957713384527e-17,0.963658187643214,0.87,0.542,1.05431746733601e-12,"00h","PRKAA2"
7.11884867549441e-17,0.99428670177503,0.38,0.086,1.0661899661288e-12,"00h","KHK"
7.24347063106796e-17,0.54373532528663,0.989,0.698,1.08485459641505e-12,"00h","TMEM45B"
7.55013678637249e-17,0.718096284566377,0.989,0.691,1.13078398649501e-12,"00h","FGF12"
7.83783179901585e-17,0.937895168975442,0.826,0.404,1.1738720685386e-12,"00h","TPD52"
8.21107971578343e-17,0.554119309864173,1,0.806,1.22977340903288e-12,"00h","BUB1B"
8.36899907306567e-17,0.999601038161347,0.533,0.161,1.25342499117304e-12,"00h","GNA14"
9.07118944995291e-17,0.814914456469348,0.685,0.242,1.35859204391945e-12,"00h","KLHL13"
9.09060738822425e-17,0.764318650038091,0.935,0.638,1.36150026853435e-12,"00h","SH3BGRL2"
9.25821978208471e-17,0.711571961734735,0.967,0.734,1.38660357676283e-12,"00h","STK38L"
1.0087427647993e-16,0.889887057652532,0.707,0.276,1.51079403883991e-12,"00h","RAB25"
1.0636414218171e-16,0.659637925629302,0.467,0.122,1.59301575745547e-12,"00h","NRARP"
1.18926017572392e-16,0.549445660128497,0.978,0.85,1.78115496518171e-12,"00h","SYNE2"
1.3377703120319e-16,0.942430561172744,0.554,0.176,2.00357859633017e-12,"00h","SLAIN1"
1.41918727700208e-16,0.836172483141042,0.326,0.062,2.12551678476602e-12,"00h","PPP4R4"
1.4480528077991e-16,0.524297527698805,0.978,0.832,2.16874869024072e-12,"00h","CCRN4L"
1.44980848435453e-16,0.884935072596768,0.554,0.183,2.17137816701778e-12,"00h","LOC100507421"
1.54880001589907e-16,0.832240531653788,0.804,0.45,2.31963778381204e-12,"00h","HLA-B"
1.56719555467234e-16,0.811675451616073,0.37,0.078,2.34718878223277e-12,"00h","GRIN2A"
1.90166556596225e-16,0.896680769038872,0.467,0.131,2.84812451814167e-12,"00h","PAK3"
2.01952290278728e-16,1.01281222821179,0.652,0.261,3.02463945150451e-12,"00h","GRB14"
2.12193119267051e-16,0.662694886025485,0.413,0.099,3.17801634726262e-12,"00h","ARHGAP27"
2.23461864839211e-16,1.00628730338415,0.533,0.167,3.34678834969687e-12,"00h","LRRC49"
2.49203560203766e-16,0.593125943266776,1,0.797,3.7323217211718e-12,"00h","BCL11A"
2.57695300357454e-16,0.826718043904624,0.837,0.471,3.85950251345358e-12,"00h","RNFT2"
2.74516768357448e-16,0.684472099091272,0.967,0.689,4.11143763968949e-12,"00h","FOXN2"
3.04017731386154e-16,0.730311615731849,0.967,0.652,4.55327356297043e-12,"00h","ESCO2"
3.14685920982008e-16,0.611198489430891,0.978,0.725,4.71305103854753e-12,"00h","MRPS26"
3.48142723616205e-16,0.899188868701897,0.707,0.293,5.2141335715999e-12,"00h","CARD10"
3.97222755223832e-16,0.823465728107382,0.891,0.692,5.94920520498734e-12,"00h","FREM2"
4.87666352874433e-16,1.09406533707085,0.543,0.191,7.30377896700039e-12,"00h","GPR19"
4.94733425004741e-16,0.790768243239787,0.272,0.042,7.40962250629601e-12,"00h","MAP2"
5.17263946576341e-16,0.51690100404355,1,0.863,7.74706212787385e-12,"00h","LRRN1"
6.02207305738736e-16,0.957345759286332,0.674,0.275,9.01925881804905e-12,"00h","PLXDC2"
6.66176771778107e-16,0.644866294397689,0.902,0.668,9.97732951092071e-12,"00h","BID"
6.81080032465595e-16,1.25846364452365,0.511,0.197,1.02005356462372e-11,"00h","CRYM"
9.01994163493443e-16,0.565216745309823,0.25,0.036,1.35091665866413e-11,"00h","B3GALT1"
1.40857839668529e-15,0.938184888188984,0.522,0.179,2.10962786471556e-11,"00h","CA11"
1.42926646244071e-15,0.944733649667374,0.424,0.113,2.14061238079745e-11,"00h","TAC3"
1.59789978639373e-15,0.726566867876765,0.467,0.132,2.3931745100819e-11,"00h","PPL"
1.6509854180789e-15,0.723935163466368,0.957,0.64,2.47268086065677e-11,"00h","ALG6"
1.8339793582884e-15,0.580838342763777,0.272,0.045,2.74675088490854e-11,"00h","TNNC2"
1.87076424187324e-15,0.891013638410344,0.674,0.26,2.80184360505355e-11,"00h","SEL1L3"
2.02682427593303e-15,0.634932041241912,0.967,0.704,3.03557471806491e-11,"00h","MCM2"
2.08643605468495e-15,0.638022137605013,0.978,0.709,3.12485527910165e-11,"00h","DEPDC1B"
2.14053755124775e-15,0.800168391539044,0.391,0.093,3.20588309050375e-11,"00h","SLCO4A1"
2.15838705366087e-15,0.780149529534284,0.88,0.458,3.23261629026789e-11,"00h","C7orf46"
2.17123511618467e-15,0.583971180981207,0.891,0.716,3.25185883350978e-11,"00h","C6orf108"
2.4636394936756e-15,0.605243243068606,0.424,0.111,3.68979286967795e-11,"00h","POU2F2"
2.47013439924883e-15,0.547429983937031,0.989,0.859,3.69952028975498e-11,"00h","RBM19"
2.47674205733213e-15,0.845538893608627,0.261,0.042,3.70941657926633e-11,"00h","ATP8A2"
2.74746425515672e-15,0.827461163247373,0.815,0.437,4.11487721494822e-11,"00h","ASMTL"
2.89292403237132e-15,0.801550881617324,0.359,0.081,4.33273232328252e-11,"00h","TRIM62"
2.89640163968495e-15,0.749165683441128,0.565,0.201,4.33794073575615e-11,"00h","N4BP3"
3.06483310804177e-15,0.959514128015182,0.543,0.192,4.59020054591416e-11,"00h","ATP6V0E2"
3.94304114679344e-15,0.695326433734313,0.837,0.503,5.90549272555253e-11,"00h","FAM195A"
3.99560908417514e-15,0.844841357338722,0.576,0.206,5.98422372536911e-11,"00h","CPT1C"
4.16732906207283e-15,0.676043336096504,0.283,0.048,6.24140873626648e-11,"00h","SLC8A1"
4.21886099439782e-15,0.921065358764752,0.304,0.06,6.31858811130961e-11,"00h","COL14A1"
4.22316011724181e-15,1.06691891016442,0.837,0.586,6.32502690759306e-11,"00h","LUZP2"
4.42126059981423e-15,0.977443090344482,0.359,0.084,6.62172200034177e-11,"00h","SPIN2A"
4.53635550540088e-15,0.523479807807999,1,0.877,6.7940996404389e-11,"00h","RAD54B"
4.53890561544035e-15,0.69449106238264,0.446,0.123,6.79791894024501e-11,"00h","PRODH"
4.72119702210335e-15,0.679683094515837,0.957,0.838,7.07093678000419e-11,"00h","SLC24A2"
4.89717780690492e-15,0.861566243708614,0.533,0.171,7.3345032014015e-11,"00h","CCDC160"
6.05828282629419e-15,0.840396717598546,0.75,0.348,9.07349018894081e-11,"00h","C15orf39"
6.25372607197555e-15,0.837577591051183,0.772,0.344,9.36620553799778e-11,"00h","BST2"
6.91778549066803e-15,0.858381813878203,0.609,0.225,1.03607673293735e-10,"00h","DBC1"
6.9725406316705e-15,0.716865088451351,0.685,0.288,1.04427741040529e-10,"00h","ZNF219"
7.28439601599025e-15,0.720622777582494,0.935,0.551,1.09098399131486e-10,"00h","PRSS8"
7.72192021618497e-15,0.563945990633441,0.978,0.737,1.15651199077802e-10,"00h","MRPL4"
7.96089246700239e-15,0.63826667752176,0.924,0.674,1.19230286478295e-10,"00h","CBR1"
8.10233855215089e-15,0.720718049082198,0.489,0.143,1.21348724495564e-10,"00h","ARNT2"
8.15449839688111e-15,0.649074140805879,0.88,0.511,1.22129922490088e-10,"00h","SIPA1L3"
8.22363408306395e-15,0.764491298120006,0.261,0.042,1.23165367662049e-10,"00h","NRK"
8.28409501490029e-15,0.791170767970935,0.772,0.294,1.24070891038162e-10,"00h","DCLK1"
8.44102092111381e-15,1.08187622287274,0.783,0.505,1.26421170335522e-10,"00h","DCX"
8.68801198404238e-15,0.651648279858862,0.978,0.803,1.30120355485003e-10,"00h","ROR1"
8.8240231515261e-15,0.523367277017394,1,0.913,1.32157394740406e-10,"00h","FHDC1"
9.82007736833421e-15,0.528770782845328,0.967,0.791,1.47075298745541e-10,"00h","SLC15A1"
1.08592065361486e-14,0.771530209006557,0.696,0.296,1.62638336291898e-10,"00h","HAS3"
1.11941183926706e-14,0.667638471209281,0.326,0.071,1.67654311167027e-10,"00h","FAM131B"
1.15592125922995e-14,0.716577058448464,0.543,0.201,1.7312232699487e-10,"00h","OLFM2"
1.18109370388236e-14,0.74098109506465,0.902,0.61,1.76892404030461e-10,"00h","EPHA1"
1.21047059901426e-14,0.665201812527629,0.957,0.788,1.81292181614366e-10,"00h","EFR3B"
1.21060907410601e-14,0.894336028974981,0.554,0.23,1.81312921028858e-10,"00h","KLHDC7A"
1.25616977995912e-14,0.952185191785649,0.283,0.054,1.88136547944478e-10,"00h","BTBD11"
1.34309522837467e-14,0.812068050883794,0.652,0.27,2.01155372353675e-10,"00h","C10orf82"
1.44811951546332e-14,0.617711441461195,0.957,0.749,2.16884859830941e-10,"00h","OTUD6B"
1.4724565986125e-14,0.741786246277125,0.891,0.646,2.20529824774193e-10,"00h","ZNF418"
1.51151818646165e-14,0.725584360655058,0.913,0.505,2.26380078786361e-10,"00h","PLXNB1"
1.53451786240802e-14,0.800339909774924,0.837,0.452,2.2982474025285e-10,"00h","ACAD8"
1.61284944426428e-14,0.587035215513803,1,0.766,2.41556461267462e-10,"00h","BLM"
1.692198682595e-14,0.815978839451663,0.891,0.548,2.53440596692252e-10,"00h","PDE5A"
1.6973356176329e-14,0.873439841172596,0.554,0.201,2.54209955452879e-10,"00h","MBLAC2"
1.85994579088836e-14,0.797127828608472,0.391,0.102,2.78564081101349e-10,"00h","SCGB3A2"
2.11573161754019e-14,0.713986392632825,0.957,0.781,3.16873124358995e-10,"00h","GCNT2"
2.15287541538064e-14,0.833481034416883,0.707,0.333,3.22436150961558e-10,"00h","DTX2"
2.1615505602033e-14,0.855471004767504,0.652,0.267,3.23735427401649e-10,"00h","ITPR3"
2.47839135782797e-14,0.810102825849043,0.804,0.48,3.71188673661895e-10,"00h","RNMTL1"
2.51617162920915e-14,0.830098230080793,0.424,0.119,3.76847024906655e-10,"00h","GSTO2"
2.67453955333477e-14,0.693098237979199,0.946,0.659,4.00565788902948e-10,"00h","RTKN2"
2.7818812536373e-14,0.789620647047918,0.772,0.393,4.16642355357258e-10,"00h","CD74"
2.8069164212656e-14,0.852342556018339,0.761,0.383,4.20391872412949e-10,"00h","PIEZO2"
2.8482077364367e-14,0.509602075487301,1,0.842,4.26576072686124e-10,"00h","NADKD1"
2.85246231041786e-14,0.754592220218876,0.511,0.161,4.27213280231283e-10,"00h","THBS2"
2.87492639103717e-14,0.789178358418194,0.717,0.308,4.30577725585636e-10,"00h","PIF1"
3.17593588753288e-14,0.658364411028204,0.337,0.078,4.756599178758e-10,"00h","EFCAB4A"
3.17909395973036e-14,0.923789547625686,0.304,0.065,4.76132902348817e-10,"00h","CAPN6"
3.4932780675566e-14,0.791817783004881,0.859,0.503,5.23188256177951e-10,"00h","CD47"
3.53075553147558e-14,0.580386393511923,0.348,0.08,5.28801255949098e-10,"00h","SYT7"
3.71891191919531e-14,0.688852996619953,0.913,0.608,5.56981438137882e-10,"00h","CA14"
3.79852574473738e-14,0.749710275945827,0.913,0.563,5.68905200789317e-10,"00h","ANK3"
3.92425775274858e-14,0.90701659248468,0.37,0.096,5.87736083629155e-10,"00h","PARM1"
4.12412177390403e-14,0.597426953880383,0.946,0.832,6.17669718077607e-10,"00h","SHROOM3"
4.12972141541545e-14,0.775743543457264,0.88,0.488,6.18508376386772e-10,"00h","SSX2IP"
4.23146295516938e-14,0.828836299548909,0.435,0.141,6.33746206795717e-10,"00h","NLGN3"
4.26661940592674e-14,0.765013016487842,0.848,0.498,6.39011588425648e-10,"00h","ENO2"
4.33598056957868e-14,0.503890996027427,0.967,0.788,6.49399809905798e-10,"00h","ECI2"
4.55767541414099e-14,0.527814900436053,0.989,0.877,6.82603046775896e-10,"00h","PIAS2"
4.5774547909896e-14,0.532032614012447,0.967,0.85,6.85565404046512e-10,"00h","TTI1"
4.63922539030474e-14,0.728129966856281,0.913,0.686,6.9481678670594e-10,"00h","RASSF2"
4.98203538612655e-14,0.645414536883677,0.924,0.709,7.46159439780174e-10,"00h","KEAP1"
5.18256376411181e-14,1.08474906897093,0.5,0.189,7.76192574951026e-10,"00h","ADCYAP1R1"
5.28279351895251e-14,0.612029934913537,0.978,0.763,7.91203985333517e-10,"00h","PRMT3"
5.38311706933047e-14,0.625902528389229,0.989,0.731,8.06229443473625e-10,"00h","DNA2"
5.83175871223818e-14,0.602980581524316,0.967,0.836,8.73422502331913e-10,"00h","ZSCAN2"
6.05703227443617e-14,0.562477149580805,0.989,0.779,9.07161723742305e-10,"00h","NFATC3"
6.18504967809071e-14,0.663167930623054,0.967,0.673,9.26334890287645e-10,"00h","C9orf72"
6.44362555720865e-14,0.520782471060907,0.989,0.796,9.6506179970314e-10,"00h","MAPRE2"
6.62888672698525e-14,0.684407585220591,0.837,0.47,9.9280836510058e-10,"00h","SOX13"
6.85099421072717e-14,0.951121407059033,0.261,0.048,1.02607340294061e-09,"00h","CHST4"
7.03421504665711e-14,0.818288585657486,0.587,0.233,1.05351438753784e-09,"00h","SLITRK4"
7.29128226450186e-14,0.688615701831926,0.609,0.263,1.09201534475444e-09,"00h","SYNGAP1"
7.82326702648095e-14,0.549194701774383,0.957,0.863,1.17169070255605e-09,"00h","BLOC1S3"
8.04091360518922e-14,0.765745195230837,0.913,0.617,1.20428763064919e-09,"00h","ZNF883"
8.79256737870081e-14,0.759592067291298,0.783,0.405,1.31686281630802e-09,"00h","PPAN"
8.97887391174038e-14,0.778254402975077,0.696,0.324,1.34476594576136e-09,"00h","MT1F"
9.02276112431865e-14,0.630928619512723,0.283,0.056,1.3513389335892e-09,"00h","C9orf174"
